node_id,node_type,name,latitude,longitude,x,y,original_node_id,role,nearest_backbone_node,nearest_backbone_distance_km,connector_backbone_nodes,demand,tw_start,tw_end,service_time,assigned_depot
R103,ROAD,북대구IC,35.90957144571069,128.58304631899114,342901.7912817047,369168.88699246367,1540004302,anchor|named_interchange_or_intersection|branch|node_type_106,R103,0.0,R103,,,,,
R104,ROAD,정안IC,36.621810251252136,127.12040849017458,210770.6102075624,447050.4387444501,2860027001,anchor|named_interchange_or_intersection|branch|node_type_106,R104,0.0,R104,,,,,
R105,ROAD,공주JC,36.48951625889332,127.09393530160663,208416.90253436464,432367.2144271436,2860035001,anchor|named_interchange_or_intersection|branch|node_type_106,R105,0.0,R105,,,,,
R106,ROAD,남청주IC,36.53714634670873,127.43079436015589,238577.0042417993,437734.8941518181,2830019901,anchor|named_interchange_or_intersection|branch|node_type_106,R106,0.0,R106,,,,,
R107,ROAD,남대구IC,35.8361192513152,128.52718209707837,337985.87898108485,360937.6599620428,1560001301,anchor|named_interchange_or_intersection|branch|node_type_106,R107,0.0,R107,,,,,
R108,ROAD,서논산IC,36.22199492573471,127.05212063149696,204686.18243871597,402678.70304987766,2900015502,anchor|named_interchange_or_intersection|branch|node_type_106,R108,0.0,R108,,,,,
R109,ROAD,성주IC,35.922897465510324,128.24582184137216,312439.9164282954,370206.74660494097,3680012801,anchor|named_interchange_or_intersection|branch|node_type_106,R109,0.0,R109,,,,,
R110,ROAD,이서JC,35.80795260382436,127.0261057159435,202359.4813135119,356735.92017996043,3120945000,anchor|named_interchange_or_intersection|branch|node_type_106,R110,0.0,R110,,,,,
R111,ROAD,군위JC,36.16139107009317,128.56548207759613,340866.8490166323,397088.3870528312,3610088801,anchor|named_interchange_or_intersection|branch|node_type_106,R111,0.0,R111,,,,,
R112,ROAD,함양JCT1교,35.537443929892554,127.7683668138328,269681.7695256484,326993.45417665725,3960007903,anchor|named_interchange_or_intersection|branch|node_type_106,R112,0.0,R112,,,,,
R113,ROAD,양지IC(서측),37.2391037593719,127.29093432732004,225815.2667599269,515588.3257138904,2430087101,anchor|named_interchange_or_intersection|branch|node_type_106,R113,0.0,R113,,,,,
R114,ROAD,남제천IC(북측),37.07717826501417,128.18061368733447,304984.1375761894,498230.2307008732,2730007902,anchor|named_interchange_or_intersection|branch|node_type_106,R114,0.0,R114,,,,,
R115,ROAD,팔탄JC,37.19079347858841,126.8720714234477,188641.37586305948,510194.7725190402,2330508904,anchor|named_interchange_or_intersection|branch|node_type_106,R115,0.0,R115,,,,,
R116,ROAD,북양주IC교차로,37.85615837467531,127.0539852493086,204750.9041256266,584035.6556166928,2350007210,anchor|named_interchange_or_intersection|branch|node_type_106,R116,0.0,R116,,,,,
R117,ROAD,동충주교차로,37.06753034366294,127.93070055228984,282770.8962240803,496912.5837436408,2720127702,anchor|named_interchange_or_intersection|branch|node_type_106,R117,0.0,R117,,,,,
R118,ROAD,군산IC(남측),36.00531467298401,126.80197721891535,182146.72276402783,378652.49890674034,3070023401,anchor|named_interchange_or_intersection|branch|node_type_106,R118,0.0,R118,,,,,
R119,ROAD,남원IC(동측),35.43286161449249,127.40212407909132,236514.90609507496,315192.8058688548,3100011901,anchor|named_interchange_or_intersection|branch|node_type_106,R119,0.0,R119,,,,,
R120,ROAD,대동IC교차로,35.25220447328812,128.98196380166644,380385.05583093874,296876.3432602349,3850319601,anchor|named_interchange_or_intersection|branch|node_type_106,R120,0.0,R120,,,,,
R121,ROAD,보은IC,36.45743194298307,127.71595233518336,264178.5453267872,429041.064283636,2750013309,anchor|named_interchange_or_intersection|branch|node_type_106,R121,0.0,R121,,,,,
R122,ROAD,장성JC,35.333435243777565,126.80833935736467,182574.91108444153,304104.2546445364,3420013401,anchor|named_interchange_or_intersection|branch|node_type_106,R122,0.0,R122,,,,,
R123,ROAD,청송IC,36.45507448204165,129.02343508806447,381397.6264219443,430444.889149814,3630085902,anchor|named_interchange_or_intersection|branch|node_type_106,R123,0.0,R123,,,,,
R124,ROAD,대덕밸리IC,36.410728734849975,127.3801922802339,234100.9781333797,423687.42454891733,1860005602,anchor|named_interchange_or_intersection|branch|node_type_106,R124,0.0,R124,,,,,
R125,ROAD,일직JC,37.428215599071535,126.89582294695076,190779.2851440695,536542.1287927132,2130000402,anchor|named_interchange_or_intersection|branch|node_type_106,R125,0.0,R125,,,,,
R126,ROAD,남원JC,35.404306439625294,127.30279622364142,227505.10413107253,311992.47689111537,3100021802,anchor|named_interchange_or_intersection|branch|node_type_106,R126,0.0,R126,,,,,
R127,ROAD,지리산IC(동측),35.485174694466664,127.5912151310759,253650.7566198168,321083.2861158138,3100016001,anchor|named_interchange_or_intersection|branch|node_type_106,R127,0.0,R127,,,,,
R128,ROAD,서평택IC(남측),36.995693634241526,126.86921679910532,188358.10936552996,488543.0409977042,2140007502,anchor|named_interchange_or_intersection|branch|node_type_106,R128,0.0,R128,,,,,
R129,ROAD,금산IC,36.10689923489587,127.51645943702984,246503.15559275067,390029.7001999192,2920005101,anchor|named_interchange_or_intersection|branch|node_type_106,R129,0.0,R129,,,,,
R130,ROAD,생초IC,35.48353935803666,127.82185070227648,274582.064924271,321051.6686958393,3950017501,anchor|named_interchange_or_intersection|branch|node_type_106,R130,0.0,R130,,,,,
R131,ROAD,함안IC,35.289398412300955,128.3874629160979,326215.5305204087,300084.6319474127,3900007601,anchor|named_interchange_or_intersection|branch|node_type_106,R131,0.0,R131,,,,,
R132,ROAD,덕유산IC,35.84427570320144,127.64653176022328,258408.4701710252,360958.8439389639,3140001303,anchor|named_interchange_or_intersection|branch|node_type_106,R132,0.0,R132,,,,,
R133,ROAD,가조IC(서측),35.70306766640684,128.02445364608658,292715.1280393659,345581.90281967894,3970007902,anchor|named_interchange_or_intersection|branch|node_type_106,R133,0.0,R133,,,,,
R134,ROAD,부안IC(북측),35.72873957502566,126.77110754543736,179291.74989795664,347970.7013771217,3190012801,anchor|named_interchange_or_intersection|branch|node_type_106,R134,0.0,R134,,,,,
R135,ROAD,서진주IC,35.185235884235965,128.04052840294332,294775.1405796435,288141.29452314967,3810013901,anchor|named_interchange_or_intersection|branch|node_type_106,R135,0.0,R135,,,,,
R136,ROAD,진주JC,35.13990305355468,128.09278251824213,299590.08029999956,283162.66310000047,3810003001,anchor|named_interchange_or_intersection|branch|node_type_106,R136,0.0,R136,,,,,
R137,ROAD,가작교차로,35.28125038307287,126.7925330558734,181125.7408584133,298317.4239991392,3420017805,anchor|named_interchange_or_intersection|branch|node_type_106,R137,0.0,R137,,,,,
R138,ROAD,해인사IC(동측),35.696354938884596,128.1904594437108,307748.66788655554,345006.5482941284,3980017401,anchor|named_interchange_or_intersection|branch|node_type_106,R138,0.0,R138,,,,,
R139,ROAD,순천JC,34.995451268940634,127.53297238260724,248657.00784406732,266720.03560204804,3260085501,anchor|named_interchange_or_intersection|branch|node_type_106,R139,0.0,R139,,,,,
R140,ROAD,풍기IC앞교차로,36.848405352295714,128.5270580223213,336199.9252626217,473278.1657335125,3560009901,anchor|named_interchange_or_intersection|branch|node_type_106,R140,0.0,R140,,,,,
R141,ROAD,김포IC,37.5953046346749,126.77906846736086,180488.87524466284,555104.7376663145,2320000801,anchor|named_interchange_or_intersection|branch|node_type_106,R141,0.0,R141,,,,,
R142,ROAD,황전IC,35.14826841735928,127.45598319904474,241550.79565680676,283639.2533058065,3260087201,anchor|named_interchange_or_intersection|branch|node_type_106,R142,0.0,R142,,,,,
R143,ROAD,여주JC(남측),37.22700919397478,127.59214850930802,252551.2742999997,514370.6725999992,2370005401,anchor|named_interchange_or_intersection|branch|node_type_106,R143,0.0,R143,,,,,
R144,ROAD,청도IC,35.65455375130309,128.7465660195911,358168.6696241845,341120.86092663015,3660012302,anchor|named_interchange_or_intersection|branch|node_type_106,R144,0.0,R144,,,,,
R145,ROAD,만종JC,37.36933575859517,127.89906281812056,279639.2203613981,530381.5081547346,2510022901,anchor|named_interchange_or_intersection|branch|node_type_106,R145,0.0,R145,,,,,
R146,ROAD,홍천IC,37.670913830516,127.85255177430176,275215.81438473816,563815.6180570617,2570005708,anchor|named_interchange_or_intersection|branch|node_type_106,R146,0.0,R146,,,,,
R147,ROAD,서산IC앞,36.81292545436418,126.56945007255646,161582.24445058673,468338.68473121594,2890010103,anchor|named_interchange_or_intersection|branch|node_type_106,R147,0.0,R147,,,,,
R148,ROAD,안동JC,36.427050163737114,128.61855396026374,345149.6807301741,426648.98188741744,3540161501,anchor|named_interchange_or_intersection|branch|node_type_106,R148,0.0,R148,,,,,
R149,ROAD,남밀양IC,35.45422589122156,128.77308673725722,360970.7720405819,318933.87356331694,3860019102,anchor|named_interchange_or_intersection|branch|node_type_106,R149,0.0,R149,,,,,
R150,ROAD,주암IC입구,35.064406026453696,127.26456397207086,224132.6507405854,274272.1711471222,3260022511,anchor|named_interchange_or_intersection|branch|node_type_106,R150,0.0,R150,,,,,
R151,ROAD,동광양IC(동측),34.971419859625826,127.66177711386928,260433.88441342677,264124.2401761771,3280009401,anchor|named_interchange_or_intersection|branch|node_type_106,R151,0.0,R151,,,,,
