edge_id,hour,travel_time_min,speed_kph,data_source
PE00007,11,35.734852,85.714286,prototype
PE00007,12,37.436512,81.818182,prototype
PE00007,13,35.734852,85.714286,prototype
PE00007,14,35.734852,85.714286,prototype
PE00007,15,36.755848,83.333333,prototype
PE00007,16,40.159167,76.271186,prototype
PE00007,17,49.348129,62.068966,prototype
PE00007,18,54.453108,56.25,prototype
PE00007,19,44.24315,69.230769,prototype
PE00007,20,38.117176,80.357143,prototype
PE00007,21,34.033193,90.0,prototype
PE00007,22,32.331533,94.736842,prototype
PE00008,6,37.436512,81.818182,prototype
PE00008,7,45.94481,66.666667,prototype
PE00008,8,52.751449,58.064516,prototype
PE00008,9,44.24315,69.230769,prototype
PE00008,10,37.436512,81.818182,prototype
PE00008,11,35.734852,85.714286,prototype
PE00008,12,37.436512,81.818182,prototype
PE00008,13,35.734852,85.714286,prototype
PE00008,14,35.734852,85.714286,prototype
PE00008,15,36.755848,83.333333,prototype
PE00008,16,40.159167,76.271186,prototype
PE00008,17,49.348129,62.068966,prototype
PE00008,18,54.453108,56.25,prototype
PE00008,19,44.24315,69.230769,prototype
PE00008,20,38.117176,80.357143,prototype
PE00008,21,34.033193,90.0,prototype
PE00008,22,32.331533,94.736842,prototype
PE00009,6,50.360369,81.818182,prototype
PE00009,7,61.805908,66.666667,prototype
PE00009,8,70.962339,58.064516,prototype
PE00009,9,59.5168,69.230769,prototype
PE00009,10,50.360369,81.818182,prototype
PE00009,11,48.071262,85.714286,prototype
PE00009,12,50.360369,81.818182,prototype
PE00009,13,48.071262,85.714286,prototype
PE00009,14,48.071262,85.714286,prototype
PE00009,15,49.444726,83.333333,prototype
PE00009,16,54.022942,76.271186,prototype
PE00009,17,66.384123,62.068966,prototype
PE00009,18,73.251446,56.25,prototype
PE00009,19,59.5168,69.230769,prototype
PE00009,20,51.276012,80.357143,prototype
PE00009,21,45.782154,90.0,prototype
PE00009,22,43.493046,94.736842,prototype
PE00010,6,50.360369,81.818182,prototype
PE00010,7,61.805908,66.666667,prototype
PE00010,8,70.962339,58.064516,prototype
PE00010,9,59.5168,69.230769,prototype
PE00010,10,50.360369,81.818182,prototype
PE00010,11,48.071262,85.714286,prototype
PE00010,12,50.360369,81.818182,prototype
PE00010,13,48.071262,85.714286,prototype
PE00010,14,48.071262,85.714286,prototype
PE00010,15,49.444726,83.333333,prototype
PE00010,16,54.022942,76.271186,prototype
PE00010,17,66.384123,62.068966,prototype
PE00010,18,73.251446,56.25,prototype
PE00010,19,59.5168,69.230769,prototype
PE00010,20,51.276012,80.357143,prototype
PE00010,21,45.782154,90.0,prototype
PE00010,22,43.493046,94.736842,prototype
PE00011,6,26.417527,81.818182,prototype
PE00011,7,32.421511,66.666667,prototype
PE00011,8,37.224698,58.064516,prototype
PE00011,9,31.220714,69.230769,prototype
PE00011,10,26.417527,81.818182,prototype
PE00011,11,25.216731,85.714286,prototype
PE00011,12,26.417527,81.818182,prototype
PE00011,13,25.216731,85.714286,prototype
PE00011,14,25.216731,85.714286,prototype
PE00011,15,25.937209,83.333333,prototype
PE00011,16,28.338802,76.271186,prototype
PE00011,17,34.823104,62.068966,prototype
PE00011,18,38.425494,56.25,prototype
PE00011,19,31.220714,69.230769,prototype
PE00011,20,26.897846,80.357143,prototype
PE00011,21,24.015934,90.0,prototype
PE00011,22,22.815137,94.736842,prototype
PE00012,6,26.417527,81.818182,prototype
PE00012,7,32.421511,66.666667,prototype
PE00012,8,37.224698,58.064516,prototype
PE00012,9,31.220714,69.230769,prototype
PE00012,10,26.417527,81.818182,prototype
PE00012,11,25.216731,85.714286,prototype
PE00012,12,26.417527,81.818182,prototype
PE00012,13,25.216731,85.714286,prototype
PE00012,14,25.216731,85.714286,prototype
PE00012,15,25.937209,83.333333,prototype
PE00012,16,28.338802,76.271186,prototype
PE00012,17,34.823104,62.068966,prototype
PE00012,18,38.425494,56.25,prototype
PE00012,19,31.220714,69.230769,prototype
PE00012,20,26.897846,80.357143,prototype
PE00012,21,24.015934,90.0,prototype
PE00012,22,22.815137,94.736842,prototype
PE00013,6,2.360378,81.818182,prototype
PE00013,7,2.896827,66.666667,prototype
PE00013,8,3.325987,58.064516,prototype
PE00013,9,2.789537,69.230769,prototype
PE00013,10,2.360378,81.818182,prototype
PE00013,11,2.253088,85.714286,prototype
PE00013,12,2.360378,81.818182,prototype
PE00013,13,2.253088,85.714286,prototype
PE00013,14,2.253088,85.714286,prototype
PE00013,15,2.317462,83.333333,prototype
PE00013,16,2.532042,76.271186,prototype
PE00013,17,3.111407,62.068966,prototype
PE00013,18,3.433277,56.25,prototype
PE00013,19,2.789537,69.230769,prototype
PE00013,20,2.403294,80.357143,prototype
PE00013,21,2.145798,90.0,prototype
PE00013,22,2.038508,94.736842,prototype
PE00014,6,2.360378,81.818182,prototype
PE00014,7,2.896827,66.666667,prototype
PE00014,8,3.325987,58.064516,prototype
PE00014,9,2.789537,69.230769,prototype
PE00014,10,2.360378,81.818182,prototype
PE00014,11,2.253088,85.714286,prototype
PE00014,12,2.360378,81.818182,prototype
PE00014,13,2.253088,85.714286,prototype
PE00014,14,2.253088,85.714286,prototype
PE00014,15,2.317462,83.333333,prototype
PE00014,16,2.532042,76.271186,prototype
PE00014,17,3.111407,62.068966,prototype
PE00014,18,3.433277,56.25,prototype
PE00014,19,2.789537,69.230769,prototype
PE00014,20,2.403294,80.357143,prototype
PE00014,21,2.145798,90.0,prototype
PE00014,22,2.038508,94.736842,prototype
PE00015,6,2.739713,81.818182,prototype
PE00015,7,3.362375,66.666667,prototype
PE00015,8,3.860504,58.064516,prototype
PE00015,9,3.237842,69.230769,prototype
PE00015,10,2.739713,81.818182,prototype
PE00015,11,2.61518,85.714286,prototype
PE00015,12,2.739713,81.818182,prototype
PE00015,13,2.61518,85.714286,prototype
PE00015,14,2.61518,85.714286,prototype
PE00015,15,2.6899,83.333333,prototype
PE00015,16,2.938965,76.271186,prototype
PE00015,17,3.61144,62.068966,prototype
PE00015,18,3.985037,56.25,prototype
PE00015,19,3.237842,69.230769,prototype
PE00015,20,2.789526,80.357143,prototype
PE00015,21,2.490648,90.0,prototype
PE00015,22,2.366116,94.736842,prototype
PE00016,6,2.739713,81.818182,prototype
PE00016,7,3.362375,66.666667,prototype
PE00016,8,3.860504,58.064516,prototype
PE00016,9,3.237842,69.230769,prototype
PE00016,10,2.739713,81.818182,prototype
PE00016,11,2.61518,85.714286,prototype
PE00016,12,2.739713,81.818182,prototype
PE00016,13,2.61518,85.714286,prototype
PE00016,14,2.61518,85.714286,prototype
PE00016,15,2.6899,83.333333,prototype
PE00016,16,2.938965,76.271186,prototype
PE00016,17,3.61144,62.068966,prototype
PE00016,18,3.985037,56.25,prototype
PE00016,19,3.237842,69.230769,prototype
PE00016,20,2.789526,80.357143,prototype
PE00016,21,2.490648,90.0,prototype
PE00016,22,2.366116,94.736842,prototype
PE00017,6,4.485325,81.818182,prototype
PE00017,7,5.504717,66.666667,prototype
PE00017,8,6.32023,58.064516,prototype
PE00017,9,5.300838,69.230769,prototype
PE00017,10,4.485325,81.818182,prototype
PE00017,11,4.281446,85.714286,prototype
PE00017,12,4.485325,81.818182,prototype
PE00017,13,4.281446,85.714286,prototype
PE00017,14,4.281446,85.714286,prototype
PE00017,15,4.403773,83.333333,prototype
PE00017,16,4.81153,76.271186,prototype
PE00017,17,5.912474,62.068966,prototype
PE00017,18,6.524109,56.25,prototype
PE00017,19,5.300838,69.230769,prototype
PE00017,20,4.566876,80.357143,prototype
PE00017,21,4.077568,90.0,prototype
PE00017,22,3.87369,94.736842,prototype
PE00018,6,4.485325,81.818182,prototype
PE00018,7,5.504717,66.666667,prototype
PE00018,8,6.32023,58.064516,prototype
PE00018,9,5.300838,69.230769,prototype
PE00018,10,4.485325,81.818182,prototype
PE00018,11,4.281446,85.714286,prototype
PE00018,12,4.485325,81.818182,prototype
PE00018,13,4.281446,85.714286,prototype
PE00018,14,4.281446,85.714286,prototype
PE00018,15,4.403773,83.333333,prototype
PE00018,16,4.81153,76.271186,prototype
PE00018,17,5.912474,62.068966,prototype
PE00018,18,6.524109,56.25,prototype
PE00018,19,5.300838,69.230769,prototype
PE00018,20,4.566876,80.357143,prototype
PE00018,21,4.077568,90.0,prototype
PE00018,22,3.87369,94.736842,prototype
PE00019,6,22.9657,81.818182,prototype
PE00019,7,28.185178,66.666667,prototype
PE00019,8,32.360759,58.064516,prototype
PE00019,9,27.141282,69.230769,prototype
PE00019,10,22.9657,81.818182,prototype
PE00019,11,21.921805,85.714286,prototype
PE00019,12,22.9657,81.818182,prototype
PE00019,13,21.921805,85.714286,prototype
PE00019,14,21.921805,85.714286,prototype
PE00019,15,22.548142,83.333333,prototype
PE00019,16,24.635933,76.271186,prototype
PE00019,17,30.272969,62.068966,prototype
PE00019,18,33.404655,56.25,prototype
PE00019,19,27.141282,69.230769,prototype
PE00019,20,23.383258,80.357143,prototype
PE00019,21,20.877909,90.0,prototype
PE00019,22,19.834014,94.736842,prototype
PE00020,6,22.9657,81.818182,prototype
PE00020,7,28.185178,66.666667,prototype
PE00020,8,32.360759,58.064516,prototype
PE00020,9,27.141282,69.230769,prototype
PE00020,10,22.9657,81.818182,prototype
PE00020,11,21.921805,85.714286,prototype
PE00020,12,22.9657,81.818182,prototype
PE00020,13,21.921805,85.714286,prototype
PE00020,14,21.921805,85.714286,prototype
PE00020,15,22.548142,83.333333,prototype
PE00020,16,24.635933,76.271186,prototype
PE00020,17,30.272969,62.068966,prototype
PE00020,18,33.404655,56.25,prototype
PE00020,19,27.141282,69.230769,prototype
PE00020,20,23.383258,80.357143,prototype
PE00020,21,20.877909,90.0,prototype
PE00020,22,19.834014,94.736842,prototype
PE00021,6,4.729012,81.818182,prototype
PE00021,7,5.803788,66.666667,prototype
PE00021,8,6.663608,58.064516,prototype
PE00021,9,5.588833,69.230769,prototype
PE00021,10,4.729012,81.818182,prototype
PE00021,11,4.514057,85.714286,prototype
PE00021,12,4.729012,81.818182,prototype
PE00021,13,4.514057,85.714286,prototype
PE00021,14,4.514057,85.714286,prototype
PE00021,15,4.64303,83.333333,prototype
PE00021,16,5.07294,76.271186,prototype
PE00021,17,6.233698,62.068966,prototype
PE00021,18,6.878563,56.25,prototype
PE00021,19,5.588833,69.230769,prototype
PE00021,20,4.814994,80.357143,prototype
PE00021,21,4.299102,90.0,prototype
PE00021,22,4.084147,94.736842,prototype
PE00022,6,4.729012,81.818182,prototype
PE00022,7,5.803788,66.666667,prototype
PE00022,8,6.663608,58.064516,prototype
PE00022,9,5.588833,69.230769,prototype
PE00022,10,4.729012,81.818182,prototype
PE00022,11,4.514057,85.714286,prototype
PE00022,12,4.729012,81.818182,prototype
PE00022,13,4.514057,85.714286,prototype
PE00022,14,4.514057,85.714286,prototype
PE00022,15,4.64303,83.333333,prototype
PE00022,16,5.07294,76.271186,prototype
PE00022,17,6.233698,62.068966,prototype
PE00022,18,6.878563,56.25,prototype
PE00022,19,5.588833,69.230769,prototype
PE00022,20,4.814994,80.357143,prototype
PE00022,21,4.299102,90.0,prototype
PE00022,22,4.084147,94.736842,prototype
PE00023,6,4.884536,81.818182,prototype
PE00023,7,5.994658,66.666667,prototype
PE00023,8,6.882755,58.064516,prototype
PE00023,9,5.772634,69.230769,prototype
PE00023,10,4.884536,81.818182,prototype
PE00023,11,4.662512,85.714286,prototype
PE00023,12,4.884536,81.818182,prototype
PE00023,13,4.662512,85.714286,prototype
PE00023,14,4.662512,85.714286,prototype
PE00023,15,4.795726,83.333333,prototype
PE00023,16,5.239775,76.271186,prototype
PE00023,17,6.438707,62.068966,prototype
PE00023,18,7.10478,56.25,prototype
PE00023,19,5.772634,69.230769,prototype
PE00023,20,4.973346,80.357143,prototype
PE00023,21,4.440487,90.0,prototype
PE00023,22,4.218463,94.736842,prototype
PE00024,6,4.884536,81.818182,prototype
PE00024,7,5.994658,66.666667,prototype
PE00024,8,6.882755,58.064516,prototype
PE00024,9,5.772634,69.230769,prototype
PE00024,10,4.884536,81.818182,prototype
PE00024,11,4.662512,85.714286,prototype
PE00024,12,4.884536,81.818182,prototype
PE00024,13,4.662512,85.714286,prototype
PE00024,14,4.662512,85.714286,prototype
PE00024,15,4.795726,83.333333,prototype
PE00024,16,5.239775,76.271186,prototype
PE00024,17,6.438707,62.068966,prototype
PE00024,18,7.10478,56.25,prototype
PE00024,19,5.772634,69.230769,prototype
PE00024,20,4.973346,80.357143,prototype
PE00024,21,4.440487,90.0,prototype
PE00024,22,4.218463,94.736842,prototype
PE00025,6,12.810428,81.818182,prototype
PE00025,7,15.721889,66.666667,prototype
PE00025,8,18.051058,58.064516,prototype
PE00025,9,15.139597,69.230769,prototype
PE00025,10,12.810428,81.818182,prototype
PE00025,11,12.228136,85.714286,prototype
PE00025,12,12.810428,81.818182,prototype
PE00025,13,12.228136,85.714286,prototype
PE00025,14,12.228136,85.714286,prototype
PE00025,15,12.577512,83.333333,prototype
PE00025,16,13.742096,76.271186,prototype
PE00025,17,16.886474,62.068966,prototype
PE00025,18,18.63335,56.25,prototype
PE00025,19,15.139597,69.230769,prototype
PE00025,20,13.043345,80.357143,prototype
PE00025,21,11.645844,90.0,prototype
PE00025,22,11.063552,94.736842,prototype
PE00026,6,12.810428,81.818182,prototype
PE00026,7,15.721889,66.666667,prototype
PE00026,8,18.051058,58.064516,prototype
PE00026,9,15.139597,69.230769,prototype
PE00026,10,12.810428,81.818182,prototype
PE00026,11,12.228136,85.714286,prototype
PE00026,12,12.810428,81.818182,prototype
PE00026,13,12.228136,85.714286,prototype
PE00026,14,12.228136,85.714286,prototype
PE00026,15,12.577512,83.333333,prototype
PE00026,16,13.742096,76.271186,prototype
PE00026,17,16.886474,62.068966,prototype
PE00026,18,18.63335,56.25,prototype
PE00026,19,15.139597,69.230769,prototype
PE00026,20,13.043345,80.357143,prototype
PE00026,21,11.645844,90.0,prototype
PE00026,22,11.063552,94.736842,prototype
PE00027,6,12.957458,81.818182,prototype
PE00027,7,15.902335,66.666667,prototype
PE00027,8,18.258236,58.064516,prototype
PE00027,9,15.31336,69.230769,prototype
PE00027,10,12.957458,81.818182,prototype
PE00027,11,12.368483,85.714286,prototype
PE00027,12,12.957458,81.818182,prototype
PE00027,13,12.368483,85.714286,prototype
PE00027,14,12.368483,85.714286,prototype
PE00027,15,12.721868,83.333333,prototype
PE00027,16,13.899819,76.271186,prototype
PE00027,17,17.080286,62.068966,prototype
PE00027,18,18.847212,56.25,prototype
PE00027,19,15.31336,69.230769,prototype
PE00027,20,13.193048,80.357143,prototype
PE00027,21,11.779507,90.0,prototype
PE00027,22,11.190532,94.736842,prototype
PE00028,6,12.957458,81.818182,prototype
PE00028,7,15.902335,66.666667,prototype
PE00028,8,18.258236,58.064516,prototype
PE00028,9,15.31336,69.230769,prototype
PE00028,10,12.957458,81.818182,prototype
PE00028,11,12.368483,85.714286,prototype
PE00028,12,12.957458,81.818182,prototype
PE00028,13,12.368483,85.714286,prototype
PE00028,14,12.368483,85.714286,prototype
PE00028,15,12.721868,83.333333,prototype
PE00028,16,13.899819,76.271186,prototype
PE00028,17,17.080286,62.068966,prototype
PE00028,18,18.847212,56.25,prototype
PE00028,19,15.31336,69.230769,prototype
PE00028,20,13.193048,80.357143,prototype
PE00028,21,11.779507,90.0,prototype
PE00028,22,11.190532,94.736842,prototype
PE00029,6,13.200272,81.818182,prototype
PE00029,7,16.200334,66.666667,prototype
PE00029,8,18.600383,58.064516,prototype
PE00029,9,15.600322,69.230769,prototype
PE00029,10,13.200272,81.818182,prototype
PE00029,11,12.60026,85.714286,prototype
PE00029,12,13.200272,81.818182,prototype
PE00029,13,12.60026,85.714286,prototype
PE00029,14,12.60026,85.714286,prototype
PE00029,15,12.960267,83.333333,prototype
PE00029,16,14.160292,76.271186,prototype
PE00029,17,17.400359,62.068966,prototype
PE00029,18,19.200396,56.25,prototype
PE00029,19,15.600322,69.230769,prototype
PE00029,20,13.440277,80.357143,prototype
PE00029,21,12.000247,90.0,prototype
PE00029,22,11.400235,94.736842,prototype
PE00030,6,13.200272,81.818182,prototype
PE00030,7,16.200334,66.666667,prototype
PE00030,8,18.600383,58.064516,prototype
PE00030,9,15.600322,69.230769,prototype
PE00030,10,13.200272,81.818182,prototype
PE00030,11,12.60026,85.714286,prototype
PE00030,12,13.200272,81.818182,prototype
PE00030,13,12.60026,85.714286,prototype
PE00030,14,12.60026,85.714286,prototype
PE00030,15,12.960267,83.333333,prototype
PE00030,16,14.160292,76.271186,prototype
PE00030,17,17.400359,62.068966,prototype
PE00030,18,19.200396,56.25,prototype
PE00030,19,15.600322,69.230769,prototype
PE00030,20,13.440277,80.357143,prototype
PE00030,21,12.000247,90.0,prototype
PE00030,22,11.400235,94.736842,prototype
PE00031,6,0.473703,81.818182,prototype
PE00031,7,0.581363,66.666667,prototype
PE00031,8,0.667491,58.064516,prototype
PE00031,9,0.559831,69.230769,prototype
PE00031,10,0.473703,81.818182,prototype
PE00031,11,0.452171,85.714286,prototype
PE00031,12,0.473703,81.818182,prototype
PE00031,13,0.452171,85.714286,prototype
PE00031,14,0.452171,85.714286,prototype
PE00031,15,0.46509,83.333333,prototype
PE00031,16,0.508154,76.271186,prototype
PE00031,17,0.624427,62.068966,prototype
PE00031,18,0.689023,56.25,prototype
PE00031,19,0.559831,69.230769,prototype
PE00031,20,0.482316,80.357143,prototype
PE00031,21,0.430639,90.0,prototype
PE00031,22,0.409107,94.736842,prototype
PE00032,6,0.473703,81.818182,prototype
PE00032,7,0.581363,66.666667,prototype
PE00032,8,0.667491,58.064516,prototype
PE00032,9,0.559831,69.230769,prototype
PE00032,10,0.473703,81.818182,prototype
PE00032,11,0.452171,85.714286,prototype
PE00032,12,0.473703,81.818182,prototype
PE00032,13,0.452171,85.714286,prototype
PE00032,14,0.452171,85.714286,prototype
PE00032,15,0.46509,83.333333,prototype
PE00032,16,0.508154,76.271186,prototype
PE00032,17,0.624427,62.068966,prototype
PE00032,18,0.689023,56.25,prototype
PE00032,19,0.559831,69.230769,prototype
PE00032,20,0.482316,80.357143,prototype
PE00032,21,0.430639,90.0,prototype
PE00032,22,0.409107,94.736842,prototype
PE00033,6,10.716381,81.818182,prototype
PE00033,7,13.151922,66.666667,prototype
PE00033,8,15.100355,58.064516,prototype
PE00033,9,12.664814,69.230769,prototype
PE00033,10,10.716381,81.818182,prototype
PE00033,11,10.229273,85.714286,prototype
PE00033,12,10.716381,81.818182,prototype
PE00033,13,10.229273,85.714286,prototype
PE00033,14,10.229273,85.714286,prototype
PE00033,15,10.521538,83.333333,prototype
PE00033,16,11.495754,76.271186,prototype
PE00033,17,14.126139,62.068966,prototype
PE00033,18,15.587463,56.25,prototype
PE00033,19,12.664814,69.230769,prototype
PE00033,20,10.911224,80.357143,prototype
PE00033,21,9.742165,90.0,prototype
PE00033,22,9.255056,94.736842,prototype
PE00034,6,10.716381,81.818182,prototype
PE00034,7,13.151922,66.666667,prototype
PE00034,8,15.100355,58.064516,prototype
PE00034,9,12.664814,69.230769,prototype
PE00034,10,10.716381,81.818182,prototype
PE00034,11,10.229273,85.714286,prototype
PE00034,12,10.716381,81.818182,prototype
PE00034,13,10.229273,85.714286,prototype
PE00034,14,10.229273,85.714286,prototype
PE00034,15,10.521538,83.333333,prototype
PE00034,16,11.495754,76.271186,prototype
PE00034,17,14.126139,62.068966,prototype
PE00034,18,15.587463,56.25,prototype
PE00034,19,12.664814,69.230769,prototype
PE00034,20,10.911224,80.357143,prototype
PE00034,21,9.742165,90.0,prototype
PE00034,22,9.255056,94.736842,prototype
PE00035,6,14.753576,81.818182,prototype
PE00035,7,18.106662,66.666667,prototype
PE00035,8,20.78913,58.064516,prototype
PE00035,9,17.436045,69.230769,prototype
PE00035,10,14.753576,81.818182,prototype
PE00035,11,14.082959,85.714286,prototype
PE00035,12,14.753576,81.818182,prototype
PE00035,13,14.082959,85.714286,prototype
PE00035,14,14.082959,85.714286,prototype
PE00035,15,14.485329,83.333333,prototype
PE00035,16,15.826564,76.271186,prototype
PE00035,17,19.447896,62.068966,prototype
PE00035,18,21.459747,56.25,prototype
PE00035,19,17.436045,69.230769,prototype
PE00035,20,15.021823,80.357143,prototype
PE00035,21,13.412342,90.0,prototype
PE00035,22,12.741725,94.736842,prototype
PE00036,6,14.753576,81.818182,prototype
PE00036,7,18.106662,66.666667,prototype
PE00036,8,20.78913,58.064516,prototype
PE00036,9,17.436045,69.230769,prototype
PE00036,10,14.753576,81.818182,prototype
PE00036,11,14.082959,85.714286,prototype
PE00036,12,14.753576,81.818182,prototype
PE00036,13,14.082959,85.714286,prototype
PE00036,14,14.082959,85.714286,prototype
PE00036,15,14.485329,83.333333,prototype
PE00036,16,15.826564,76.271186,prototype
PE00036,17,19.447896,62.068966,prototype
PE00036,18,21.459747,56.25,prototype
PE00036,19,17.436045,69.230769,prototype
PE00036,20,15.021823,80.357143,prototype
PE00036,21,13.412342,90.0,prototype
PE00036,22,12.741725,94.736842,prototype
PE00037,6,16.70048,81.818182,prototype
PE00037,7,20.496044,66.666667,prototype
PE00037,8,23.532495,58.064516,prototype
PE00037,9,19.736931,69.230769,prototype
PE00037,10,16.70048,81.818182,prototype
PE00037,11,15.941367,85.714286,prototype
PE00037,12,16.70048,81.818182,prototype
PE00037,13,15.941367,85.714286,prototype
PE00037,14,15.941367,85.714286,prototype
PE00037,15,16.396835,83.333333,prototype
PE00037,16,17.915061,76.271186,prototype
PE00037,17,22.014269,62.068966,prototype
PE00037,18,24.291607,56.25,prototype
PE00037,19,19.736931,69.230769,prototype
PE00037,20,17.004125,80.357143,prototype
PE00037,21,15.182255,90.0,prototype
PE00037,22,14.423142,94.736842,prototype
PE00038,6,16.70048,81.818182,prototype
PE00038,7,20.496044,66.666667,prototype
PE00038,8,23.532495,58.064516,prototype
PE00038,9,19.736931,69.230769,prototype
PE00038,10,16.70048,81.818182,prototype
PE00038,11,15.941367,85.714286,prototype
PE00038,12,16.70048,81.818182,prototype
PE00038,13,15.941367,85.714286,prototype
PE00038,14,15.941367,85.714286,prototype
PE00038,15,16.396835,83.333333,prototype
PE00038,16,17.915061,76.271186,prototype
PE00038,17,22.014269,62.068966,prototype
PE00038,18,24.291607,56.25,prototype
PE00038,19,19.736931,69.230769,prototype
PE00038,20,17.004125,80.357143,prototype
PE00038,21,15.182255,90.0,prototype
PE00038,22,14.423142,94.736842,prototype
PE00039,6,7.768188,81.818182,prototype
PE00039,7,9.533686,66.666667,prototype
PE00039,8,10.946083,58.064516,prototype
PE00039,9,9.180586,69.230769,prototype
PE00039,10,7.768188,81.818182,prototype
PE00039,11,7.415089,85.714286,prototype
PE00039,12,7.768188,81.818182,prototype
PE00039,13,7.415089,85.714286,prototype
PE00039,14,7.415089,85.714286,prototype
PE00039,15,7.626948,83.333333,prototype
PE00039,16,8.333147,76.271186,prototype
PE00039,17,10.239885,62.068966,prototype
PE00039,18,11.299183,56.25,prototype
PE00039,19,9.180586,69.230769,prototype
PE00039,20,7.909428,80.357143,prototype
PE00039,21,7.061989,90.0,prototype
PE00039,22,6.70889,94.736842,prototype
PE00040,6,7.768188,81.818182,prototype
PE00040,7,9.533686,66.666667,prototype
PE00040,8,10.946083,58.064516,prototype
PE00040,9,9.180586,69.230769,prototype
PE00040,10,7.768188,81.818182,prototype
