vehicle_id,sequence_no,node_id,arrival_time,waiting_time,service_start,service_end,departure_time,tardiness,cumulative_load
V017,0,D03,06:00,0.0,06:00,06:00,06:00,0.0,28.0
V017,1,C029,08:50,10.332007999999973,09:00,10:00,10:00,0.0,8.0
V017,2,C037,12:12,47.99296000000004,13:00,13:35,13:35,0.0,0.0
V017,3,D01,16:00,0.0,16:00,16:00,16:00,0.0,0.0
V018,0,D03,06:00,0.0,06:00,06:00,06:00,0.0,29.0
V018,1,C013,07:31,29.493472999999994,08:00,08:40,08:40,0.0,19.0
V018,2,C024,12:04,56.39869299999998,13:00,14:00,14:00,0.0,0.0
V018,3,D03,17:42,0.0,17:42,17:42,17:42,0.0,0.0
V019,0,D03,06:00,0.0,06:00,06:00,06:00,0.0,26.0
V019,1,C048,09:27,32.79450499999996,10:00,10:55,10:55,0.0,9.0
V019,2,C042,16:14,0.0,16:14,16:54,16:54,0.0,0.0
V019,3,D01,17:58,0.0,17:58,17:58,17:58,0.0,0.0
V020,0,D03,06:00,0.0,06:00,06:00,06:00,0.0,25.0
V020,1,C032,08:11,0.0,08:11,08:46,08:46,0.0,18.0
V020,2,C019,09:41,18.63883199999998,10:00,10:55,10:55,0.0,0.0
V020,3,D01,16:42,0.0,16:42,16:42,16:42,0.0,0.0
V025,0,D05,06:00,0.0,06:00,06:00,06:00,0.0,30.0
V025,1,C044,09:41,0.0,09:41,10:11,10:11,0.0,24.0
V025,2,C020,10:52,0.0,10:52,11:27,11:27,0.0,16.0
V025,3,C026,14:40,0.0,14:40,15:30,15:30,0.0,0.0
V025,4,D03,17:37,0.0,17:37,17:37,17:37,0.0,0.0
V027,0,D05,06:00,0.0,06:00,06:00,06:00,0.0,30.0
V027,1,C041,09:02,58.192612000000054,10:00,11:00,11:00,0.0,11.0
V027,2,C035,12:44,0.0,12:44,13:24,13:24,0.0,0.0
V027,3,D01,16:07,0.0,16:07,16:07,16:07,0.0,0.0
